name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;348;0;511;3117;1069;3117;1069;0
header;281;49;281;261;1935;261;1935;49
A;589;572;589;574;590;574;590;572
D;778;790;778;805;786;805;786;790
D;573;1517;573;1545;606;1545;606;1517
A;700;1721;700;1733;707;1733;707;1721
A;719;1736;719;1736;720;1736;720;1736
A;589;1834;589;1838;590;1838;590;1834
A;960;2063;960;2065;960;2065;960;2063
B;783;2349;783;2374;799;2374;799;2349
B;523;2640;523;2659;538;2659;538;2640
A;635;2678;635;2678;635;2678;635;2678
A;674;2979;674;2981;676;2981;676;2979
